date,region,deaths,cases
2020-05-01T17:00:00,Puglia,421,4099
2020-05-01T17:00:00,Sardegna,117,1313
2020-05-01T17:00:00,Sicilia,237,3194
2020-05-01T17:00:00,Toscana,854,9445
2020-05-01T17:00:00,Umbria,68,1393
2020-05-01T17:00:00,Valle d'Aosta,137,1133
2020-05-01T17:00:00,Veneto,1479,18098
2020-05-02T17:00:00,Abruzzo,327,2964
2020-05-02T17:00:00,Basilicata,25,380
2020-05-02T17:00:00,Calabria,88,1112
2020-05-02T17:00:00,Campania,362,4459
2020-05-02T17:00:00,Emilia-Romagna,3614,25850
2020-05-02T17:00:00,Friuli Venezia Giulia,295,3059
2020-05-02T17:00:00,Lazio,497,6756
2020-05-02T17:00:00,Liguria,1195,8312
2020-05-02T17:00:00,Lombardia,14189,77002
2020-05-02T17:00:00,Marche,916,6298
2020-05-02T17:00:00,Molise,21,301
2020-05-02T17:00:00,P.A. Bolzano,279,2535
2020-05-02T17:00:00,P.A. Trento,425,4181
2020-05-02T17:00:00,Piemonte,3126,27179
2020-05-02T17:00:00,Puglia,422,4133
2020-05-02T17:00:00,Sardegna,119,1315
2020-05-02T17:00:00,Sicilia,240,3213
2020-05-02T17:00:00,Toscana,863,9525
2020-05-02T17:00:00,Umbria,68,1394
2020-05-02T17:00:00,Valle d'Aosta,137,1136
2020-05-02T17:00:00,Veneto,1502,18224
2020-05-03T17:00:00,Abruzzo,330,2996
2020-05-03T17:00:00,Basilicata,25,386
2020-05-03T17:00:00,Calabria,88,1114
2020-05-03T17:00:00,Campania,364,4484
2020-05-03T17:00:00,Emilia-Romagna,3642,26016
2020-05-03T17:00:00,Friuli Venezia Giulia,297,3072
2020-05-03T17:00:00,Lazio,508,6809
2020-05-03T17:00:00,Liguria,1209,8359
2020-05-03T17:00:00,Lombardia,14231,77528
2020-05-03T17:00:00,Marche,927,6319
2020-05-03T17:00:00,Molise,22,301
2020-05-03T17:00:00,P.A. Bolzano,281,2536
2020-05-03T17:00:00,P.A. Trento,429,4247
2020-05-03T17:00:00,Piemonte,3152,27430
2020-05-03T17:00:00,Puglia,424,4144
2020-05-03T17:00:00,Sardegna,119,1319
2020-05-03T17:00:00,Sicilia,242,3240
2020-05-03T17:00:00,Toscana,872,9563
2020-05-03T17:00:00,Umbria,68,1394
2020-05-03T17:00:00,Valle d'Aosta,138,1142
2020-05-03T17:00:00,Veneto,1516,18318
2020-05-04T17:00:00,Abruzzo,332,3000
2020-05-04T17:00:00,Basilicata,25,386
2020-05-04T17:00:00,Calabria,88,1118
2020-05-04T17:00:00,Campania,366,4498
2020-05-04T17:00:00,Emilia-Romagna,3666,26175
2020-05-04T17:00:00,Friuli Venezia Giulia,299,3076
2020-05-04T17:00:00,Lazio,524,6847
2020-05-04T17:00:00,Liguria,1221,8412
2020-05-04T17:00:00,Lombardia,14294,78105
2020-05-04T17:00:00,Marche,932,6363
2020-05-04T17:00:00,Molise,22,301
2020-05-04T17:00:00,P.A. Bolzano,284,2541
2020-05-04T17:00:00,P.A. Trento,430,4258
2020-05-04T17:00:00,Piemonte,3186,27622
2020-05-04T17:00:00,Puglia,429,4153
2020-05-04T17:00:00,Sardegna,119,1317
2020-05-04T17:00:00,Sicilia,244,3255
2020-05-04T17:00:00,Toscana,881,9601
2020-05-04T17:00:00,Umbria,70,1394
2020-05-04T17:00:00,Valle d'Aosta,139,1143
2020-05-04T17:00:00,Veneto,1528,18373
2020-05-05T17:00:00,Abruzzo,335,3025
2020-05-05T17:00:00,Basilicata,25,396
2020-05-05T17:00:00,Calabria,88,1119
2020-05-05T17:00:00,Campania,369,4518
2020-05-05T17:00:00,Emilia-Romagna,3705,26275
2020-05-05T17:00:00,Friuli Venezia Giulia,303,3085
2020-05-05T17:00:00,Lazio,534,6914
2020-05-05T17:00:00,Liguria,1232,8475
2020-05-05T17:00:00,Lombardia,14389,78605
2020-05-05T17:00:00,Marche,936,6392
2020-05-05T17:00:00,Molise,22,301
2020-05-05T17:00:00,P.A. Bolzano,286,2542
2020-05-05T17:00:00,P.A. Trento,433,4261
2020-05-05T17:00:00,Piemonte,3216,27774
2020-05-05T17:00:00,Puglia,433,4170
2020-05-05T17:00:00,Sardegna,119,1318
2020-05-05T17:00:00,Sicilia,247,3267
2020-05-05T17:00:00,Toscana,889,9631
2020-05-05T17:00:00,Umbria,70,1400
2020-05-05T17:00:00,Valle d'Aosta,139,1143
2020-05-05T17:00:00,Veneto,1545,18402
2020-05-06T17:00:00,Abruzzo,341,3047
2020-05-06T17:00:00,Basilicata,25,399
2020-05-06T17:00:00,Calabria,89,1122
2020-05-06T17:00:00,Campania,376,4532
2020-05-06T17:00:00,Emilia-Romagna,3737,26379
2020-05-06T17:00:00,Friuli Venezia Giulia,306,3094
2020-05-06T17:00:00,Lazio,538,6995
2020-05-06T17:00:00,Liguria,1243,8551
2020-05-06T17:00:00,Lombardia,14611,79369
2020-05-06T17:00:00,Marche,943,6421
2020-05-06T17:00:00,Molise,22,304
2020-05-06T17:00:00,P.A. Bolzano,286,2543
2020-05-06T17:00:00,P.A. Trento,437,4280
2020-05-06T17:00:00,Piemonte,3247,27939
2020-05-06T17:00:00,Puglia,438,4196
2020-05-06T17:00:00,Sardegna,119,1319
2020-05-06T17:00:00,Sicilia,250,3281
2020-05-06T17:00:00,Toscana,899,9657
2020-05-06T17:00:00,Umbria,70,1404
2020-05-06T17:00:00,Valle d'Aosta,139,1146
2020-05-06T17:00:00,Veneto,1568,18479
2020-05-07T17:00:00,Abruzzo,348,3072
2020-05-07T17:00:00,Basilicata,26,383
2020-05-07T17:00:00,Calabria,89,1125
2020-05-07T17:00:00,Campania,379,4541
2020-05-07T17:00:00,Emilia-Romagna,3766,26487
2020-05-07T17:00:00,Friuli Venezia Giulia,308,3107
2020-05-07T17:00:00,Lazio,543,7034
2020-05-07T17:00:00,Liguria,1254,8645
2020-05-07T17:00:00,Lombardia,14745,80089
2020-05-07T17:00:00,Marche,948,6452
2020-05-07T17:00:00,Molise,22,305
2020-05-07T17:00:00,P.A. Bolzano,286,2552
2020-05-07T17:00:00,P.A. Trento,438,4283
2020-05-07T17:00:00,Piemonte,3282,28135
2020-05-07T17:00:00,Puglia,441,4245
2020-05-07T17:00:00,Sardegna,119,1324
2020-05-07T17:00:00,Sicilia,251,3288
2020-05-07T17:00:00,Toscana,915,9683
2020-05-07T17:00:00,Umbria,70,1405
2020-05-07T17:00:00,Valle d'Aosta,139,1150
2020-05-07T17:00:00,Veneto,1589,18553
2020-05-08T17:00:00,Abruzzo,351,3078
2020-05-08T17:00:00,Basilicata,26,382
2020-05-08T17:00:00,Calabria,90,1126
2020-05-08T17:00:00,Campania,386,4562
2020-05-08T17:00:00,Emilia-Romagna,3797,26598
2020-05-08T17:00:00,Friuli Venezia Giulia,308,3116
2020-05-08T17:00:00,Lazio,549,7086
2020-05-08T17:00:00,Liguria,1265,8723
2020-05-08T17:00:00,Lombardia,14839,80723
2020-05-08T17:00:00,Marche,954,6470
2020-05-08T17:00:00,Molise,22,327
2020-05-08T17:00:00,P.A. Bolzano,289,2558
2020-05-08T17:00:00,P.A. Trento,438,4285
2020-05-08T17:00:00,Piemonte,3305,28368
2020-05-08T17:00:00,Puglia,443,4256
2020-05-08T17:00:00,Sardegna,119,1330
2020-05-08T17:00:00,Sicilia,253,3301
2020-05-08T17:00:00,Toscana,930,9721
2020-05-08T17:00:00,Umbria,71,1406
2020-05-08T17:00:00,Valle d'Aosta,139,1151
2020-05-08T17:00:00,Veneto,1627,18618
2020-05-09T17:00:00,Abruzzo,355,3086
2020-05-09T17:00:00,Basilicata,27,382
2020-05-09T17:00:00,Calabria,90,1129
2020-05-09T17:00:00,Campania,388,4576
2020-05-09T17:00:00,Emilia-Romagna,3827,26719
2020-05-09T17:00:00,Friuli Venezia Giulia,308,3124
2020-05-09T17:00:00,Lazio,553,7133
2020-05-09T17:00:00,Liguria,1276,8738
2020-05-09T17:00:00,Lombardia,14924,81225
2020-05-09T17:00:00,Marche,958,6493
2020-05-09T17:00:00,Molise,22,347
2020-05-09T17:00:00,P.A. Bolzano,290,2567
2020-05-09T17:00:00,P.A. Trento,438,4292
2020-05-09T17:00:00,Piemonte,3331,28549
2020-05-09T17:00:00,Puglia,443,4286
2020-05-09T17:00:00,Sardegna,119,1334
2020-05-09T17:00:00,Sicilia,256,3313
2020-05-09T17:00:00,Toscana,937,9745
2020-05-09T17:00:00,Umbria,71,1407
2020-05-09T17:00:00,Valle d'Aosta,139,1152
2020-05-09T17:00:00,Veneto,1643,18671
2020-05-10T17:00:00,Abruzzo,359,3103
2020-05-10T17:00:00,Basilicata,27,385
2020-05-10T17:00:00,Calabria,91,1132
2020-05-10T17:00:00,Campania,391,4588
2020-05-10T17:00:00,Emilia-Romagna,3845,26796
2020-05-10T17:00:00,Friuli Venezia Giulia,310,3130
2020-05-10T17:00:00,Lazio,557,7165
2020-05-10T17:00:00,Liguria,1281,8788
2020-05-10T17:00:00,Lombardia,14986,81507
2020-05-10T17:00:00,Marche,960,6533
2020-05-10T17:00:00,Molise,22,370
2020-05-10T17:00:00,P.A. Bolzano,290,2569
2020-05-10T17:00:00,P.A. Trento,441,4295
2020-05-10T17:00:00,Piemonte,3367,28665
2020-05-10T17:00:00,Puglia,448,4313
2020-05-10T17:00:00,Sardegna,120,1340
2020-05-10T17:00:00,Sicilia,256,3327
2020-05-10T17:00:00,Toscana,942,9774
2020-05-10T17:00:00,Umbria,71,1411
2020-05-10T17:00:00,Valle d'Aosta,139,1157
2020-05-10T17:00:00,Veneto,1657,18722
2020-05-11T17:00:00,Abruzzo,366,3107
2020-05-11T17:00:00,Basilicata,27,386
2020-05-11T17:00:00,Calabria,93,1134
2020-05-11T17:00:00,Campania,392,4602
2020-05-11T17:00:00,Emilia-Romagna,3867,26876
2020-05-11T17:00:00,Friuli Venezia Giulia,312,3138
2020-05-11T17:00:00,Lazio,562,7190
2020-05-11T17:00:00,Liguria,1293,8832
2020-05-11T17:00:00,Lombardia,15054,81871
2020-05-11T17:00:00,Marche,964,6543
2020-05-11T17:00:00,Molise,22,383
2020-05-11T17:00:00,P.A. Bolzano,290,2572
2020-05-11T17:00:00,P.A. Trento,443,4297
2020-05-11T17:00:00,Piemonte,3400,28776
2020-05-11T17:00:00,Puglia,451,4327
2020-05-11T17:00:00,Sardegna,120,1343
2020-05-11T17:00:00,Sicilia,257,3339
2020-05-11T17:00:00,Toscana,950,9787
2020-05-11T17:00:00,Umbria,71,1412
2020-05-11T17:00:00,Valle d'Aosta,139,1158
2020-05-11T17:00:00,Veneto,1666,18741
2020-05-12T17:00:00,Abruzzo,370,3115
2020-05-12T17:00:00,Basilicata,27,387
2020-05-12T17:00:00,Calabria,93,1138
2020-05-12T17:00:00,Campania,393,4615
2020-05-12T17:00:00,Emilia-Romagna,3885,26929
2020-05-12T17:00:00,Friuli Venezia Giulia,313,3148
2020-05-12T17:00:00,Lazio,566,7212
2020-05-12T17:00:00,Liguria,1301,8863
2020-05-12T17:00:00,Lombardia,15116,82904
2020-05-12T17:00:00,Marche,969,6568
2020-05-12T17:00:00,Molise,22,386
2020-05-12T17:00:00,P.A. Bolzano,290,2572
2020-05-12T17:00:00,P.A. Trento,445,4303
2020-05-12T17:00:00,Piemonte,3428,28889
2020-05-12T17:00:00,Puglia,456,4337
2020-05-12T17:00:00,Sardegna,120,1344
2020-05-12T17:00:00,Sicilia,261,3343
2020-05-12T17:00:00,Toscana,959,9802
2020-05-12T17:00:00,Umbria,71,1419
2020-05-12T17:00:00,Valle d'Aosta,140,1160
2020-05-12T17:00:00,Veneto,1686,18782
2020-05-13T17:00:00,Abruzzo,375,3127
2020-05-13T17:00:00,Basilicata,27,389
2020-05-13T17:00:00,Calabria,93,1140
2020-05-13T17:00:00,Campania,394,4630
2020-05-13T17:00:00,Emilia-Romagna,3905,26979
2020-05-13T17:00:00,Friuli Venezia Giulia,316,3156
2020-05-13T17:00:00,Lazio,577,7250
2020-05-13T17:00:00,Liguria,1314,8930
2020-05-13T17:00:00,Lombardia,15185,83298
2020-05-13T17:00:00,Marche,971,6588
2020-05-13T17:00:00,Molise,22,401
2020-05-13T17:00:00,P.A. Bolzano,290,2575
2020-05-13T17:00:00,P.A. Trento,446,4312
2020-05-13T17:00:00,Piemonte,3460,29058
2020-05-13T17:00:00,Puglia,460,4348
2020-05-13T17:00:00,Sardegna,120,1345
2020-05-13T17:00:00,Sicilia,262,3354
2020-05-13T17:00:00,Toscana,964,9829
2020-05-13T17:00:00,Umbria,72,1419
2020-05-13T17:00:00,Valle d'Aosta,141,1163
2020-05-13T17:00:00,Veneto,1712,18813
2020-05-14T17:00:00,Abruzzo,379,3136
2020-05-14T17:00:00,Basilicata,27,389
2020-05-14T17:00:00,Calabria,95,1143
2020-05-14T17:00:00,Campania,394,4639
2020-05-14T17:00:00,Emilia-Romagna,3930,27056
2020-05-14T17:00:00,Friuli Venezia Giulia,317,3161
2020-05-14T17:00:00,Lazio,595,7291
2020-05-14T17:00:00,Liguria,1329,8995
2020-05-14T17:00:00,Lombardia,15296,83820
2020-05-14T17:00:00,Marche,974,6603
2020-05-14T17:00:00,Molise,22,403
2020-05-14T17:00:00,P.A. Bolzano,290,2578
2020-05-14T17:00:00,P.A. Trento,448,4315
2020-05-14T17:00:00,Piemonte,3493,29209
2020-05-14T17:00:00,Puglia,461,4357
2020-05-14T17:00:00,Sardegna,125,1345
2020-05-14T17:00:00,Sicilia,263,3366
2020-05-14T17:00:00,Toscana,973,9859
2020-05-14T17:00:00,Umbria,73,1420
2020-05-14T17:00:00,Valle d'Aosta,141,1166
2020-05-14T17:00:00,Veneto,1743,18845
2020-05-15T17:00:00,Abruzzo,381,3148
2020-05-15T17:00:00,Basilicata,27,389
2020-05-15T17:00:00,Calabria,95,1144
2020-05-15T17:00:00,Campania,396,4654
2020-05-15T17:00:00,Emilia-Romagna,3943,27110
2020-05-15T17:00:00,Friuli Venezia Giulia,318,3175
2020-05-15T17:00:00,Lazio,604,7364
2020-05-15T17:00:00,Liguria,1336,9060
2020-05-15T17:00:00,Lombardia,15411,84119
2020-05-15T17:00:00,Marche,977,6619
2020-05-15T17:00:00,Molise,22,407
2020-05-15T17:00:00,P.A. Bolzano,290,2578
2020-05-15T17:00:00,P.A. Trento,451,4318
2020-05-15T17:00:00,Piemonte,3557,29346
2020-05-15T17:00:00,Puglia,461,4366
2020-05-15T17:00:00,Sardegna,125,1348
2020-05-15T17:00:00,Sicilia,263,3374
2020-05-15T17:00:00,Toscana,976,9883
2020-05-15T17:00:00,Umbria,73,1422
2020-05-15T17:00:00,Valle d'Aosta,142,1172
2020-05-15T17:00:00,Veneto,1762,18889
2020-05-16T17:00:00,Abruzzo,383,3178
2020-05-16T17:00:00,Basilicata,27,390
2020-05-16T17:00:00,Calabria,95,1151
2020-05-16T17:00:00,Campania,396,4668
2020-05-16T17:00:00,Emilia-Romagna,3960,27182
2020-05-16T17:00:00,Friuli Venezia Giulia,319,3183
2020-05-16T17:00:00,Lazio,616,7396
2020-05-16T17:00:00,Liguria,1346,9111
2020-05-16T17:00:00,Lombardia,15450,84518
2020-05-16T17:00:00,Marche,982,6642
2020-05-16T17:00:00,Molise,22,410
2020-05-16T17:00:00,P.A. Bolzano,290,2578
2020-05-16T17:00:00,P.A. Trento,453,4326
2020-05-16T17:00:00,Piemonte,3594,29483
2020-05-16T17:00:00,Puglia,463,4374
2020-05-16T17:00:00,Sardegna,125,1352
2020-05-16T17:00:00,Sicilia,265,3382
2020-05-16T17:00:00,Toscana,979,9913
2020-05-16T17:00:00,Umbria,73,1422
2020-05-16T17:00:00,Valle d'Aosta,142,1173
2020-05-16T17:00:00,Veneto,1783,18928
2020-05-17T17:00:00,Abruzzo,385,3186
2020-05-17T17:00:00,Basilicata,27,392
2020-05-17T17:00:00,Calabria,95,1151
2020-05-17T17:00:00,Campania,396,4684
2020-05-17T17:00:00,Emilia-Romagna,3973,27232
2020-05-17T17:00:00,Friuli Venezia Giulia,319,3191
2020-05-17T17:00:00,Lazio,622,7446
2020-05-17T17:00:00,Liguria,1355,9159
2020-05-17T17:00:00,Lombardia,15519,84844
2020-05-17T17:00:00,Marche,984,6667
2020-05-17T17:00:00,Molise,22,411
2020-05-17T17:00:00,P.A. Bolzano,290,2581
2020-05-17T17:00:00,P.A. Trento,453,4338
2020-05-17T17:00:00,Piemonte,3612,29547
2020-05-17T17:00:00,Puglia,470,4379
2020-05-17T17:00:00,Sardegna,125,1353
2020-05-17T17:00:00,Sicilia,267,3388
2020-05-17T17:00:00,Toscana,984,9948
2020-05-17T17:00:00,Umbria,73,1424
2020-05-17T17:00:00,Valle d'Aosta,143,1173
2020-05-17T17:00:00,Veneto,1794,18941
2020-05-18T17:00:00,Abruzzo,388,3193
2020-05-18T17:00:00,Basilicata,27,392
2020-05-18T17:00:00,Calabria,95,1151
2020-05-18T17:00:00,Campania,399,4695
2020-05-18T17:00:00,Emilia-Romagna,3986,27267
2020-05-18T17:00:00,Friuli Venezia Giulia,320,3198
2020-05-18T17:00:00,Lazio,628,7485
2020-05-18T17:00:00,Liguria,1367,9191
2020-05-18T17:00:00,Lombardia,15543,85019
2020-05-18T17:00:00,Marche,984,6678
2020-05-18T17:00:00,Molise,22,422
2020-05-18T17:00:00,P.A. Bolzano,291,2582
2020-05-18T17:00:00,P.A. Trento,453,4351
2020-05-18T17:00:00,Piemonte,3632,29619
2020-05-18T17:00:00,Puglia,471,4386
2020-05-18T17:00:00,Sardegna,126,1353
2020-05-18T17:00:00,Sicilia,267,3395
2020-05-18T17:00:00,Toscana,989,9961
2020-05-18T17:00:00,Umbria,73,1424
2020-05-18T17:00:00,Valle d'Aosta,143,1174
2020-05-18T17:00:00,Veneto,1803,18950
2020-05-19T17:00:00,Abruzzo,389,3197
2020-05-19T17:00:00,Basilicata,27,393
2020-05-19T17:00:00,Calabria,95,1153
2020-05-19T17:00:00,Campania,399,4707
2020-05-19T17:00:00,Emilia-Romagna,3997,27314
2020-05-19T17:00:00,Friuli Venezia Giulia,320,3203
2020-05-19T17:00:00,Lazio,640,7505
2020-05-19T17:00:00,Liguria,1376,9257
2020-05-19T17:00:00,Lombardia,15597,85481
2020-05-19T17:00:00,Marche,986,6675
2020-05-19T17:00:00,Molise,22,422
2020-05-19T17:00:00,P.A. Bolzano,291,2587
2020-05-19T17:00:00,P.A. Trento,455,4358
2020-05-19T17:00:00,Piemonte,3679,29727
2020-05-19T17:00:00,Puglia,473,4396
2020-05-19T17:00:00,Sardegna,126,1354
2020-05-19T17:00:00,Sicilia,268,3403
2020-05-19T17:00:00,Toscana,992,9968
2020-05-19T17:00:00,Umbria,74,1427
2020-05-19T17:00:00,Valle d'Aosta,143,1175
2020-05-19T17:00:00,Veneto,1820,18997
2020-05-20T17:00:00,Abruzzo,389,3205
2020-05-20T17:00:00,Basilicata,27,393
2020-05-20T17:00:00,Calabria,96,1156
2020-05-20T17:00:00,Campania,401,4714
2020-05-20T17:00:00,Emilia-Romagna,4008,27364
2020-05-20T17:00:00,Friuli Venezia Giulia,322,3209
2020-05-20T17:00:00,Lazio,647,7533
2020-05-20T17:00:00,Liguria,1386,9289
2020-05-20T17:00:00,Lombardia,15662,85775
2020-05-20T17:00:00,Marche,987,6677
2020-05-20T17:00:00,Molise,22,422
2020-05-20T17:00:00,P.A. Bolzano,291,2587
2020-05-20T17:00:00,P.A. Trento,455,4368
2020-05-20T17:00:00,Piemonte,3718,29885
2020-05-20T17:00:00,Puglia,478,4407
2020-05-20T17:00:00,Sardegna,126,1355
2020-05-20T17:00:00,Sicilia,268,3411
2020-05-20T17:00:00,Toscana,998,9982
2020-05-20T17:00:00,Umbria,74,1427
2020-05-20T17:00:00,Valle d'Aosta,143,1175
2020-05-20T17:00:00,Veneto,1832,19030
2020-05-21T17:00:00,Abruzzo,391,3212
2020-05-21T17:00:00,Basilicata,27,394
2020-05-21T17:00:00,Calabria,96,1156
2020-05-21T17:00:00,Campania,403,4723
2020-05-21T17:00:00,Emilia-Romagna,4025,27417
2020-05-21T17:00:00,Friuli Venezia Giulia,323,3215
2020-05-21T17:00:00,Lazio,662,7558
2020-05-21T17:00:00,Liguria,1397,9344
2020-05-21T17:00:00,Lombardia,15727,86091
2020-05-21T17:00:00,Marche,990,6689
2020-05-21T17:00:00,Molise,22,423
2020-05-21T17:00:00,P.A. Bolzano,291,2587
2020-05-21T17:00:00,P.A. Trento,455,4378
2020-05-21T17:00:00,Piemonte,3742,29990
2020-05-21T17:00:00,Puglia,478,4413
2020-05-21T17:00:00,Sardegna,127,1356
2020-05-21T17:00:00,Sicilia,268,3417
2020-05-21T17:00:00,Toscana,1004,10000
2020-05-21T17:00:00,Umbria,74,1429
2020-05-21T17:00:00,Valle d'Aosta,143,1176
2020-05-21T17:00:00,Veneto,1841,19038
2020-05-22T17:00:00,Abruzzo,394,3220
2020-05-22T17:00:00,Basilicata,27,394
2020-05-22T17:00:00,Calabria,96,1157
2020-05-22T17:00:00,Campania,404,4733
2020-05-22T17:00:00,Emilia-Romagna,4037,27470
2020-05-22T17:00:00,Friuli Venezia Giulia,325,3227
2020-05-22T17:00:00,Lazio,669,7589
2020-05-22T17:00:00,Liguria,1407,9389
2020-05-22T17:00:00,Lombardia,15784,86384
2020-05-22T17:00:00,Marche,990,6697
2020-05-22T17:00:00,Molise,22,426
2020-05-22T17:00:00,P.A. Bolzano,291,2590
2020-05-22T17:00:00,P.A. Trento,455,4388
2020-05-22T17:00:00,Piemonte,3757,30077
2020-05-22T17:00:00,Puglia,482,4440
2020-05-22T17:00:00,Sardegna,128,1356
2020-05-22T17:00:00,Sicilia,268,3421
2020-05-22T17:00:00,Toscana,1009,10035
2020-05-22T17:00:00,Umbria,74,1429
2020-05-22T17:00:00,Valle d'Aosta,143,1177
2020-05-22T17:00:00,Veneto,1854,19059
2020-05-23T17:00:00,Abruzzo,394,3221
2020-05-23T17:00:00,Basilicata,27,398
2020-05-23T17:00:00,Calabria,96,1157
2020-05-23T17:00:00,Campania,404,4744
2020-05-23T17:00:00,Emilia-Romagna,4047,27513
2020-05-23T17:00:00,Friuli Venezia Giulia,327,3233
2020-05-23T17:00:00,Lazio,676,7607
2020-05-23T17:00:00,Liguria,1414,9427
2020-05-23T17:00:00,Lombardia,15840,86825
2020-05-23T17:00:00,Marche,993,6701
2020-05-23T17:00:00,Molise,22,431
2020-05-23T17:00:00,P.A. Bolzano,291,2590
2020-05-23T17:00:00,P.A. Trento,456,4395
2020-05-23T17:00:00,Piemonte,3771,30137
2020-05-23T17:00:00,Puglia,486,4448
2020-05-23T17:00:00,Sardegna,129,1356
2020-05-23T17:00:00,Sicilia,269,3421
2020-05-23T17:00:00,Toscana,1011,10047
2020-05-23T17:00:00,Umbria,74,1430
2020-05-23T17:00:00,Valle d'Aosta,143,1177
2020-05-23T17:00:00,Veneto,1865,19069
2020-05-24T17:00:00,Abruzzo,398,3226
2020-05-24T17:00:00,Basilicata,27,399
2020-05-24T17:00:00,Calabria,96,1157
2020-05-24T17:00:00,Campania,405,4749
2020-05-24T17:00:00,Emilia-Romagna,4055,27558
2020-05-24T17:00:00,Friuli Venezia Giulia,329,3236
2020-05-24T17:00:00,Lazio,684,7627
2020-05-24T17:00:00,Liguria,1419,9480
2020-05-24T17:00:00,Lombardia,15840,87110
2020-05-24T17:00:00,Marche,994,6714
2020-05-24T17:00:00,Molise,22,432
2020-05-24T17:00:00,P.A. Bolzano,291,2593
2020-05-24T17:00:00,P.A. Trento,457,4404
2020-05-24T17:00:00,Piemonte,3783,30180
2020-05-24T17:00:00,Puglia,487,4458
2020-05-24T17:00:00,Sardegna,129,1356
2020-05-24T17:00:00,Sicilia,269,3423
2020-05-24T17:00:00,Toscana,1013,10062
2020-05-24T17:00:00,Umbria,75,1430
2020-05-24T17:00:00,Valle d'Aosta,143,1178
2020-05-24T17:00:00,Veneto,1869,19086
2020-05-25T17:00:00,Abruzzo,400,3227
2020-05-25T17:00:00,Basilicata,27,399
2020-05-25T17:00:00,Calabria,96,1157
2020-05-25T17:00:00,Campania,405,4755
2020-05-25T17:00:00,Emilia-Romagna,4068,27587
2020-05-25T17:00:00,Friuli Venezia Giulia,329,3240
2020-05-25T17:00:00,Lazio,688,7643
2020-05-25T17:00:00,Liguria,1425,9497
2020-05-25T17:00:00,Lombardia,15874,87258
2020-05-25T17:00:00,Marche,995,6716
2020-05-25T17:00:00,Molise,22,432
2020-05-25T17:00:00,P.A. Bolzano,291,2593
2020-05-25T17:00:00,P.A. Trento,458,4405
2020-05-25T17:00:00,Piemonte,3798,30228
2020-05-25T17:00:00,Puglia,491,4467
2020-05-25T17:00:00,Sardegna,129,1354
2020-05-25T17:00:00,Sicilia,270,3427
2020-05-25T17:00:00,Toscana,1015,10067
2020-05-25T17:00:00,Umbria,75,1430
2020-05-25T17:00:00,Valle d'Aosta,143,1179
2020-05-25T17:00:00,Veneto,1878,19097
2020-05-26T17:00:00,Abruzzo,400,3230
2020-05-26T17:00:00,Basilicata,27,399
2020-05-26T17:00:00,Calabria,96,1157
2020-05-26T17:00:00,Campania,405,4767
2020-05-26T17:00:00,Emilia-Romagna,4076,27611
2020-05-26T17:00:00,Friuli Venezia Giulia,329,3251
2020-05-26T17:00:00,Lazio,693,7661
2020-05-26T17:00:00,Liguria,1431,9550
2020-05-26T17:00:00,Lombardia,15896,87417
2020-05-26T17:00:00,Marche,996,6718
2020-05-26T17:00:00,Molise,22,432
2020-05-26T17:00:00,P.A. Bolzano,291,2593
2020-05-26T17:00:00,P.A. Trento,461,4415
2020-05-26T17:00:00,Piemonte,3812,30314
2020-05-26T17:00:00,Puglia,494,4469
2020-05-26T17:00:00,Sardegna,130,1354
2020-05-26T17:00:00,Sicilia,271,3430
2020-05-26T17:00:00,Toscana,1021,10070
2020-05-26T17:00:00,Umbria,75,1431
2020-05-26T17:00:00,Valle d'Aosta,143,1181
2020-05-26T17:00:00,Veneto,1886,19105
2020-05-27T17:00:00,Abruzzo,400,3235
2020-05-27T17:00:00,Basilicata,27,399
2020-05-27T17:00:00,Calabria,96,1158
2020-05-27T17:00:00,Campania,406,4773
2020-05-27T17:00:00,Emilia-Romagna,4083,27627
2020-05-27T17:00:00,Friuli Venezia Giulia,331,3255
2020-05-27T17:00:00,Lazio,701,7672
2020-05-27T17:00:00,Liguria,1438,9589
2020-05-27T17:00:00,Lombardia,15954,87801
2020-05-27T17:00:00,Marche,996,6718
2020-05-27T17:00:00,Molise,22,434
2020-05-27T17:00:00,P.A. Bolzano,291,2593
2020-05-27T17:00:00,P.A. Trento,462,4422
2020-05-27T17:00:00,Piemonte,3828,30387
2020-05-27T17:00:00,Puglia,495,4479
2020-05-27T17:00:00,Sardegna,130,1355
2020-05-27T17:00:00,Sicilia,272,3435
2020-05-27T17:00:00,Toscana,1027,10082
2020-05-27T17:00:00,Umbria,75,1431
2020-05-27T17:00:00,Valle d'Aosta,143,1181
2020-05-27T17:00:00,Veneto,1895,19113
2020-05-28T17:00:00,Abruzzo,402,3237
2020-05-28T17:00:00,Basilicata,27,399
2020-05-28T17:00:00,Calabria,96,1158
2020-05-28T17:00:00,Campania,410,4777
2020-05-28T17:00:00,Emilia-Romagna,4094,27701
2020-05-28T17:00:00,Friuli Venezia Giulia,333,3262
2020-05-28T17:00:00,Lazio,708,7693
2020-05-28T17:00:00,Liguria,1445,9605
2020-05-28T17:00:00,Lombardia,15974,88183
2020-05-28T17:00:00,Marche,997,6719
2020-05-28T17:00:00,Molise,22,435
2020-05-28T17:00:00,P.A. Bolzano,291,2595
2020-05-28T17:00:00,P.A. Trento,462,4425
2020-05-28T17:00:00,Piemonte,3838,30445
2020-05-28T17:00:00,Puglia,496,4481
2020-05-28T17:00:00,Sardegna,130,1355
